function,nador_lagoon_1,nador_lagoon_2,oualidia_lagoon_1,oualidia_lagoon_2
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8),371,327,138,103
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-),66,57,37,34
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9),292,280,82,64
"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)",489,457,95,86
"UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase",1,0,0,0
UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7),1,0,0,0
UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase,2,1,1,0
"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)",262,230,51,37
UDP-galactopyranose mutase (EC 5.4.99.9),20,21,13,16
"UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",3,3,52,29
UDP-glucose 4-epimerase (EC 5.1.3.2),793,733,231,194
UDP-glucose dehydrogenase (EC 1.1.1.22),628,573,160,144
"UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)",2,1,1,0
UDP-glucose:tetrahydrobiopterin glucosyltransferase [EC:2.4.1.-],36,32,0,0
UDP-glucuronate 5'-epimerase (EC 5.1.3.12),39,42,15,11
UPF0118 membrane protein YrrI,0,0,0,1
UPF0125 protein yfjF,6,7,2,2
UPF0141 membrane protein YijP possibly required for phosphoethanolamine modification of lipopolysaccharide,0,0,1,1
UPF0229 protein YeaH,0,0,0,1
UPF0246 protein YaaA,137,109,21,22
UPF0301 protein YqgE,27,26,4,2
UPF0335 protein R02793,0,2,0,0
UPF0434 protein YcaR,22,20,9,6
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),151,143,92,86
"Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)",489,459,275,254
"Ubiquinol-cytochrome C reductase complex core protein I, mitochondrial precursor (EC 1.10.2.2)",2,1,6,3
Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2),158,155,62,67
Ubiquinone biosynthesis enzyme COQ7,3,1,0,0
"Ubiquinone biosynthesis methyltransferase COQ5, mitochondrial precursor (EC 2.1.1.-)",3,4,3,2
Ubiquinone biosynthesis monooxgenase COQ6 (EC 1.14.13.-),1,0,0,0
Ubiquinone biosynthesis monooxygenase UbiB,789,712,202,173
"Ubiquinone biosynthesis protein COQ4, mitochondrial precursor",0,0,1,1
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-),324,314,98,91
"Uncharacterized ABC transporter, ATP-binding protein YrbF",11,13,16,13
"Uncharacterized ABC transporter, auxiliary component YrbC",3,4,2,1
"Uncharacterized ABC transporter, periplasmic component YrbD",4,4,5,3
"Uncharacterized ABC transporter, permease component YrbE",11,9,17,18
Uncharacterized ATP-dependent helicase MJ0294,2,2,4,4
Uncharacterized ATPase (AAA family) associated with cysteine desulfurase,1,1,2,1
Uncharacterized GST-like protein yghU associated with glutathionylspermidine synthetase/amidase,1,1,0,0
Uncharacterized HTH-type transcriptional regulator MJ0272,3,3,2,1
Uncharacterized MobA-related protein,15,12,2,2
Uncharacterized PLP-dependent aminotransferase YfdZ,68,72,15,12
Uncharacterized ferredoxin oxidoreductase MJ0100,0,0,1,1
Uncharacterized glutathione S-transferase-like protein,7,7,1,1
Uncharacterized membrane protein Ycf36,17,16,0,0
Uncharacterized monothiol glutaredoxin ycf64-like,62,62,24,17
Uncharacterized protein COG3461,2,2,0,0
"Uncharacterized protein DUF1284, possibly iron-sulphur binding",4,0,0,0
Uncharacterized protein DUF547,12,9,7,7
Uncharacterized protein ImpA,1,1,2,1
Uncharacterized protein ImpB,6,2,6,7
Uncharacterized protein ImpC,10,9,9,8
Uncharacterized protein ImpF,1,1,1,1
Uncharacterized protein ImpH/VasB,1,0,1,1
Uncharacterized protein ImpI/VasC,0,0,1,1
Uncharacterized protein ImpJ/VasE,0,0,3,2
Uncharacterized protein YfaW,1,0,0,0
Uncharacterized protein YgeA of aspartate/glutamate/hydantoin racemase family,6,7,3,3
Uncharacterized protein YhjG,1,1,0,0
"Uncharacterized protein YphG, TPR-domain containing",3,3,0,0
Uncharacterized protein YtfM precursor,0,0,1,1
"Uncharacterized protein with LysM domain, COG1652",14,13,7,6
"Uncharacterized protein, Bsl7517 homolog",1,1,0,0
"Uncharacterized protein, similar to the N-terminal domain of Lon protease",110,107,24,21
Uncharacterized sigma-54-dependent transcriptional regulator YgeV,1,1,0,0
"Uncharacterized sugar kinase YegV, PfkB family",0,0,1,1
Uncharacterized sugar kinase YgcE (EC 2.7.1.-),2,2,0,0
Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),296,251,96,73
Undecaprenyl-diphosphatase (EC 3.6.1.27),245,221,87,68
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-),83,71,34,26
Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6),23,24,13,14
Universal stress protein E,0,0,3,1
Universal stress protein family,11,3,6,6
Universal stress protein family 1,0,0,2,0
Universal stress protein family 4,8,10,0,0
Universal stress protein family COG0589,4,6,1,1
Unknown pentose isomerase TM0951,26,25,3,5
Unknown pentose kinase TM0952,0,1,2,1
"Unspecified monosaccharide ABC transport system, ATP-binding protein",17,26,4,3
"Unspecified monosaccharide ABC transport system, permease component 2",2,1,5,4
"Unspecified monosaccharide ABC transport system, permease component Ia (FIG025991)",2,1,0,0
"Unspecified monosaccharide ABC transport system, permease component Ib (FIG143636)",3,1,1,2
"Unspecified monosaccharide ABC transport system, substrate-binding component",2,1,1,1
Uptake hydrogenase large subunit (EC 1.12.99.6),27,23,9,10
Uptake hydrogenase small subunit precursor (EC 1.12.99.6),4,6,3,2
Uracil permease,1,1,3,3
Uracil phosphoribosyltransferase (EC 2.4.2.9),126,121,64,55
"Uracil-DNA glycosylase, family 1",130,123,25,27
"Uracil-DNA glycosylase, family 3",9,8,2,1
"Uracil-DNA glycosylase, family 4",127,129,13,13
"Uracil-DNA glycosylase, family 5",48,42,21,18
"Uracil-DNA glycosylase, putative family 6",2,3,0,1
Uracil-xanthine permease,53,51,15,12
"Urea ABC transporter, ATPase protein UrtD",58,54,9,9
"Urea ABC transporter, ATPase protein UrtE",41,42,6,4
"Urea ABC transporter, permease protein UrtB",72,68,16,12
"Urea ABC transporter, permease protein UrtC",60,64,7,6
"Urea ABC transporter, urea binding protein",110,105,9,11
Urea carboxylase (EC 6.3.4.6),1,1,2,2
"Urea carboxylase-related ABC transporter, ATPase protein",17,21,3,3
"Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein",26,18,5,2
"Urea carboxylase-related ABC transporter, permease protein",16,14,2,2
Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10),4,4,4,6
Urease accessory protein UreD,31,29,5,3
Urease accessory protein UreE,45,32,4,1
Urease accessory protein UreF,37,38,1,1
Urease accessory protein UreG,75,70,9,14
Urease alpha subunit (EC 3.5.1.5),160,137,23,18
Urease beta subunit (EC 3.5.1.5),26,25,3,4
Urease gamma subunit (EC 3.5.1.5),43,33,2,1
Ureidoglycolate dehydrogenase (EC 1.1.1.154),147,135,34,30
Ureidoglycolate hydrolase (EC 3.5.3.19),18,23,9,8
Uridine diphosphate glucose pyrophosphatase (EC 3.6.1.45),0,0,1,1
Uridine kinase (EC 2.7.1.48),28,23,21,24
Uridine kinase (EC 2.7.1.48) [C1],2,1,1,4
Uridine phosphorylase (EC 2.4.2.3),9,12,9,5
Uridylate kinase (EC 2.7.4.-),297,234,97,91
Urm1p Ubiquitin like protein involve in thiolation of mcm5Us4 in tRNA,1,0,0,0
Urocanate hydratase (EC 4.2.1.49),132,130,50,52
Uronate dehydrogenase (EC 1.1.1.203),4,5,0,0
Uronate isomerase (EC 5.3.1.12),47,39,21,21
"Uronate isomerase, family BH0493 (EC 5.3.1.12)",2,2,1,1
Uroporphyrinogen III decarboxylase (EC 4.1.1.37),215,195,67,68
Uroporphyrinogen-III methyltransferase (EC 2.1.1.107),116,94,28,20
Uroporphyrinogen-III synthase (EC 4.2.1.75),87,79,14,14
"Uroporphyrinogen-III synthase, divergent, Flavobacterial type (EC 4.2.1.75)",15,18,1,1
Uxu operon transcriptional regulator,0,0,1,1
V-type ATP synthase subunit A (EC 3.6.3.14),10,11,24,22
V-type ATP synthase subunit B (EC 3.6.3.14),17,16,17,17
V-type ATP synthase subunit D (EC 3.6.3.14),1,1,3,2
V-type ATP synthase subunit I (EC 3.6.3.14),0,0,1,1
V-type ATP synthase subunit K (EC 3.6.3.14),1,2,2,2
Valine dehydrogenase (EC 1.4.1.-),4,8,0,0
Valine--pyruvate aminotransferase (EC 2.6.1.66),11,12,3,3
Valyl-tRNA synthetase (EC 6.1.1.9),1216,1103,418,360
"Valyl-tRNA synthetase (EC 6.1.1.9), mitochondrial",2,2,2,2
Vancomycin B-type resistance protein VanW,3,1,1,1
Vancomycin B-type resistance protein VanX,14,10,1,1
Vanillate O-demethylase oxidoreductase (EC 1.14.13.-),35,30,12,11
Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82),4,3,2,2
Vanillin dehydrogenase (Hydroxybenzaldehyde dehydrogenase) (EC 1.2.1.28),0,0,0,1
VapB protein (antitoxin to VapC),3,3,0,0
VapC toxin protein,2,4,4,4
"Various polyols ABC transporter, ATP-binding component",143,139,26,25
"Various polyols ABC transporter, periplasmic substrate-binding protein",133,128,31,26
"Various polyols ABC transporter, permease component 1",66,53,16,14
"Various polyols ABC transporter, permease component 2",79,75,10,11
Vegetatible incompatibility protein HET-E-1,0,1,0,0
Very-short-patch mismatch repair endonuclease (G-T specific),2,0,2,0
VgrG protein,21,12,25,24
"Vibriolysin, extracellular zinc protease (EC 3.4.24.25)",3,2,5,5
"Virulence-associated cell-wall-anchored protein SasG (LPXTG motif), binding to squamous nasal epithelial cells",0,0,1,1
"Vitamin B12 ABC transporter, ATPase component BtuD",6,4,5,1
"Vitamin B12 ABC transporter, B12-binding component BtuF",3,5,9,9
"Vitamin B12 ABC transporter, permease component BtuC",17,16,8,10
Voltage-gated potassium channel,18,20,6,7
WhiB-like transcription regulator,11,9,4,4
WhiB-type transcription regulator,4,4,0,0
Xaa-Pro aminopeptidase (EC 3.4.11.9),464,440,147,144
Xaa-Pro dipeptidase PepQ (EC 3.4.13.9),1,3,1,0
Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11),0,0,1,0
"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",16,16,6,4
Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4),56,50,19,16
"Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)",69,50,10,10
"Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A (1.17.1.4)",5,2,0,0
"Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)",235,207,78,69
Xanthine oxidase (EC 1.17.3.2),1,1,5,5
Xanthine permease,0,0,1,1
Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22),36,26,5,5
Xanthine/uracil/thiamine/ascorbate permease family protein,185,186,83,73
Xanthorhodopsin,1,1,0,0
Xanthosine permease,2,3,0,0
Xanthosine phosphorylase (EC 2.4.2.1),1,0,0,0
Xanthosine/inosine triphosphate pyrophosphatase,38,29,0,0
XdhC protein (assists in molybdopterin insertion into xanthine dehydrogenase),24,24,4,4
"Xylan oligosaccharide ABC transporter, ATP-binding protein 2",1,0,0,0
"Xylan oligosaccharide ABC transporter, permease component 1",0,1,2,2
Xylanase,8,6,3,2
Xylonate dehydratase (EC 4.2.1.82),21,19,2,3
"Xylose ABC transporter, ATP-binding component",2,1,0,0
"Xylose ABC transporter, periplasmic xylose-binding protein XylF",4,5,5,3
"Xylose ABC transporter, permease component",2,1,0,0
"Xylose ABC transporter, permease protein XylH",23,17,10,7
"Xylose ABC transporter, substrate-binding component",0,0,0,1
Xylose activator XylR (AraC family),0,0,1,3
Xylose isomerase (EC 5.3.1.5),150,141,43,31
"Xylose oligosaccharides ABC transporter, sugar-binding protein",0,1,0,0
"Xylose-responsive transcription regulator, ROK family",0,0,2,0
Xyloside transporter XynT,3,3,0,0
Xylulose kinase (EC 2.7.1.17),104,105,47,30
Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9),45,37,0,0
Yac,4,2,3,4
YafQ toxin protein,0,0,12,7
YbbL ABC transporter ATP-binding protein,0,1,0,0
YbbM seven transmembrane helix protein,3,3,1,2
YcgN (Fragment),6,3,2,2
YciL protein,11,7,4,2
YciO family,33,37,27,25
YeeC-like protein,4,2,0,0
YefM protein (antitoxin to YoeB),5,5,2,2
YgfY COG2938,13,12,3,2
"YggT family protein YlmG/ssl0353, required for proper distribution of nucleoids in chloroplast and cyanobacteria",18,20,0,0
"YgjD/Kae1/Qri7 family, required for N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA",443,412,166,134
"YhdH, a putative quinone oxidoreductase",62,53,40,35
YjbH outer membrane lipoprotein,4,2,0,0
"YjeF protein, C-terminal domain",1,1,0,0
"YjeF protein, function unknown",72,55,25,26
YlxP-like protein,2,2,0,0
Ync,43,40,9,11
Ynd,4,2,2,3
YoeB toxin protein,4,5,3,5
"YpfJ protein, zinc metalloprotease superfamily",3,4,9,8
YrbA protein,40,49,18,22
"YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA",8,5,5,3
Z-ring-associated protein ZapA,18,20,1,1
"Zinc ABC transporter, ATP-binding protein ZnuC",122,94,23,16
"Zinc ABC transporter, inner membrane permease protein ZnuB",96,84,43,28
"Zinc ABC transporter, periplasmic-binding protein ZnuA",114,103,107,114
Zinc binding domain,3,2,0,0
Zinc metalloproteinase precursor (EC 3.4.24.29),0,0,1,1
"Zinc transporter, ZIP family",10,14,10,10
Zinc uptake regulation protein ZUR,48,50,13,12
Zinc-regulated TonB-dependent outer membrane receptor,2,0,0,0
Zinc-regulated outer membrane receptor,27,17,9,10
"Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication",2,2,1,1
"Zn-dependent hydrolase, RNA-metabolising",67,78,45,41
"Zn-dependent hydrolase, RNA-metabolising, CPSF 100 kDa analog",14,14,20,21
Zn-dependent hydroxyacylglutathione hydrolase,1,1,0,0
"[Fe] hydrogenase, HymB subunit, putative",0,2,0,1
"[Ni/Fe] hydrogenase, group 1, large subunit",2,0,4,5
"[Ni/Fe] hydrogenase, group 1, small subunit",1,1,0,0
[NiFe] hydrogenase metallocenter assembly protein HypD,6,6,14,14
[NiFe] hydrogenase metallocenter assembly protein HypE,10,10,5,6
[NiFe] hydrogenase metallocenter assembly protein HypF,19,12,8,5
[NiFe] hydrogenase nickel incorporation protein HypA,11,9,0,0
[NiFe] hydrogenase nickel incorporation-associated protein HypB,27,27,9,10
[Protein-PII] uridylyltransferase (EC 2.7.7.59),269,232,49,47
acyl-CoA synthetase,73,67,25,25
acyl-acyl carrier protein synthetase (EC 6.2.1.20),2,2,8,10
"alpha-1,3-rhamnosyltransferase",0,1,0,0
alternative photosystem I reaction center subunit X (PsaK2),1,1,0,0
ammonium/methylammonium permease,5,1,0,0
anti sigma b factor antagonist RsbV,14,9,2,2
anti-sigma B factor RsbT,5,7,1,1
"archaeal ATPase, fused to C-terminal DUF234 domain",1,0,0,0
archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 2,1,1,0,0
archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 5,1,1,0,0
benzoate MFS transporter BenK,1,1,0,0
benzoate degradation ring-cleavage hydrolase,6,6,1,2
benzoate-specific porin,8,8,0,0
benzoyl-CoA-dihydrodiol lyase (BoxC),87,88,9,7
beta-ribofuranosylaminobenzene 5'-phosphate synthase,0,0,1,1
bifunctional hemolysin-adenylate cyclase precursor,0,0,1,0
"bifunctional outer membrane translocase / extracellular lipase, PlpD",5,5,1,1
"biphenyl-2,3-diol 1,2-dioxygenase III-related protein",7,5,0,0
"biphenyl-2,3-diol 1,2-dioxygenase III-related protein VCA0463 VCA0328 VCA0341",0,1,0,0
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,41,33,13,12
capsular polysaccharide biosynthesis protein,20,21,9,5
carbon monoxide dehydrogenase D protein,84,79,13,12
carbon monoxide dehydrogenase E protein,72,69,9,9
carbon monoxide dehydrogenase G protein,57,53,20,22
carbon monoxide dehydrogenase operon C protein,25,28,0,0
carboxysome shell protein CsoS1,26,15,1,1
carboxysome shell protein CsoS2,65,62,3,2
carboxysome shell protein CsoS3,42,43,1,1
conserved hypothetical protein - phage associated,1,2,0,0
conserved hypothetical protein [Pyrococcus horikoshii]; COG2102: Predicted ATPases of PP-loop superfamily; IPR002761: Domain of unknown function DUF71,2,0,2,4
conserved hypothetical protein in cyt c oxidase gene clusters,0,3,0,0
conserved protein associated with acetyl-CoA C-acyltransferase,5,2,0,0
crotonyl-CoA reductase,7,6,1,0
cyclolysin secretion ATP-binding protein,1,0,0,0
cytochrome b-5,29,23,10,6
cytochrome oxidase assembly protein,5,5,2,1
cytochrome-c3 hydrogenase alpha chain,3,3,1,1
cytochrome-c3 hydrogenase delta chain,1,1,0,0
cytosolic long-chain acyl-CoA thioester hydrolase family protein,16,20,7,4
"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",130,100,46,45
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),126,127,34,34
"dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL",6,4,3,3
"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)",630,590,191,177
dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-),0,0,1,1
dTMP thymidylate synthase,3,4,8,6
decarboxylase,1264,1156,321,295
dehydrogenase clustered with L-fuconate utilization genes,28,20,4,3
diguanylate cyclase (GGDEF domain) with PAS/PAC sensor,3,2,7,5
diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s),15,15,38,34
"enoyl-CoA hydratase, R-specific",7,9,2,2
ethylmalonyl-CoA mutase,160,152,51,52
extradiol dioxygenase large subunit,0,1,0,0
ferric uptake regulator,4,2,2,2
fructose response regulator of fruA and EII fructose/mannose,0,0,0,1
"fumarate reductase/succinate dehydrogenase flavoprotein, N-terminal:FAD dependent oxidoreductase",13,10,2,2
glutamine synthetase family protein,293,261,50,48
glutamyl-Q-tRNA synthetase,82,77,23,15
"glycosyl transferase, family 2",26,22,12,12
"heterodisulfide reductase, subunit A/methylviologen reducing hydrogenase, subunit delta",10,8,9,6
"heterodisulfide reductase, subunit E, putative",1,1,0,2
"histone acetyltransferase, ELP3 family",3,3,8,8
hydantoin racemase,0,1,1,1
"hydrogenase/sulfur reductase, alpha subunit",3,3,1,1
"hydrogenase/sulfur reductase, delta subunit",2,2,1,0
hypothetical oxidoreductase related to N-acetylglucosamine utilization,13,11,5,5
hypothetical protein FP1254,4,3,1,1
hypothetical protein NAS141_09886,33,27,2,3
hypothetical protein PA3071,78,74,34,27
hypothetical protein Rv3805c,1,1,0,0
hypothetical protein SKA53_09994,2,3,1,1
hypothetical protein sometimes fused to ribosomal protein S6 glutaminyl transferase,44,42,17,18
hypothetical protein that often co-occurs with aconitase,11,6,3,3
intein-containing,16,17,7,5
"internalin, putative",28,32,30,16
"iron aquisition yersiniabactin synthesis enzyme (Irp1,polyketide synthetase)",0,0,3,0
iron aquisition yersiniabactin synthesis enzyme (Irp2),1,0,2,1
"iron aquisition yersiniabactin synthesis enzyme (YbtT,resembles thioesterases)",0,1,0,0
iron-chelator utilization protein,0,0,1,1
isobutyryl-CoA dehydrogenase,10,8,1,0
"lignostilbene-alpha,beta-dioxygenase",0,0,1,0
low-specificity D-threonine aldolase,6,9,9,10
macromolecule metabolism,59,51,15,16
"macromolecule synthesis, modification",10,8,0,0
mandelate racemase/muconate lactonizing enzyme family protein,144,141,46,46
membrane c-type cytochrome cy,89,97,31,30
n-type ATP pyrophosphatase superfamily / TilS and TtcA-like,2,1,0,0
