level1	level2	level3	function	nador_lagoon_1	nador_lagoon_2	oualidia_lagoon_1	oualidia_lagoon_2
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea ABC transporter, urea binding protein	110	105	9	11
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea carboxylase (EC 6.3.4.6)	1	1	2	2
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea carboxylase-related ABC transporter, ATPase protein	17	21	3	3
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein	26	18	5	2
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea carboxylase-related ABC transporter, permease protein	16	14	2	2
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)	4	4	4	6
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease accessory protein UreD	31	29	5	3
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urease_subunits	Urease accessory protein UreE	45	32	4	1
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urease_subunits	Urease accessory protein UreF	37	38	1	1
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urease_subunits	Urease accessory protein UreG	75	70	9	14
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease alpha subunit (EC 3.5.1.5)	160	137	23	18
Nucleosides and Nucleotides	Pyrimidines	Novel_non-oxidative_pathway_of_Uracil_catabolism	Urease beta subunit (EC 3.5.1.5)	26	25	3	4
Nucleosides and Nucleotides	Pyrimidines	Novel_non-oxidative_pathway_of_Uracil_catabolism	Urease gamma subunit (EC 3.5.1.5)	43	33	2	1
Nitrogen Metabolism	NULL	Allantoin_Utilization	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	147	135	34	30
Nitrogen Metabolism	NULL	Allantoin_Utilization	Ureidoglycolate hydrolase (EC 3.5.3.19)	18	23	9	8
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	Uridine diphosphate glucose pyrophosphatase (EC 3.6.1.45)	0	0	1	1
Nucleosides and Nucleotides	Pyrimidines	Novel_non-oxidative_pathway_of_Uracil_catabolism	Uridine kinase (EC 2.7.1.48)	28	23	21	24
Nucleosides and Nucleotides	Pyrimidines	pyrimidine_conversions	Uridine kinase (EC 2.7.1.48) [C1]	2	1	1	4
Nucleosides and Nucleotides	Pyrimidines	pyrimidine_conversions	Uridine phosphorylase (EC 2.4.2.3)	9	12	9	5
Clustering-based subsystems	NULL	CBSS-176299.4.peg.1996B	Uridylate kinase (EC 2.7.4.-)	297	234	97	91
RNA Metabolism	RNA processing and modification	mcm5s2U_biosynthesis_in_tRNA	Urm1p Ubiquitin like protein involve in thiolation of mcm5Us4 in tRNA	1	0	0	0
Miscellaneous	Plant-Prokaryote DOE project	Experimental_-_Histidine_Degradation	Urocanate hydratase (EC 4.2.1.49)	132	130	50	52
Carbohydrates	Monosaccharides	D-Galacturonate_and_D-Glucuronate_Utilization	Uronate dehydrogenase (EC 1.1.1.203)	4	5	0	0
Carbohydrates	NULL	Sugar_utilization_in_Thermotogales	Uronate isomerase (EC 5.3.1.12)	47	39	21	21
Carbohydrates	Monosaccharides	D-Galacturonate_and_D-Glucuronate_Utilization	Uronate isomerase, family BH0493 (EC 5.3.1.12)	2	2	1	1
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Heme_and_Siroheme_Biosynthesis	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	215	195	67	68
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	116	94	28	20
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Heme_and_Siroheme_Biosynthesis	Uroporphyrinogen-III synthase (EC 4.2.1.75)	87	79	14	14
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Heme_and_Siroheme_Biosynthesis	Uroporphyrinogen-III synthase, divergent, Flavobacterial type (EC 4.2.1.75)	15	18	1	1
Carbohydrates	Monosaccharides	D-Galacturonate_and_D-Glucuronate_Utilization	Uxu operon transcriptional regulator	0	0	1	1
Respiration	ATP synthases	V-Type_ATP_synthase	V-type ATP synthase subunit A (EC 3.6.3.14)	10	11	24	22
Respiration	ATP synthases	V-Type_ATP_synthase	V-type ATP synthase subunit B (EC 3.6.3.14)	17	16	17	17
Respiration	ATP synthases	V-Type_ATP_synthase	V-type ATP synthase subunit D (EC 3.6.3.14)	1	1	3	2
Respiration	ATP synthases	V-Type_ATP_synthase	V-type ATP synthase subunit I (EC 3.6.3.14)	0	0	1	1
Miscellaneous	Plant-Prokaryote DOE project	Iojap	V-type ATP synthase subunit K (EC 3.6.3.14)	1	2	2	2
Carbohydrates	Central carbohydrate metabolism	Dehydrogenase_complexes	Valine dehydrogenase (EC 1.4.1.-)	4	8	0	0
Miscellaneous	Plant-Prokaryote DOE project	PROSC	Valine--pyruvate aminotransferase (EC 2.6.1.66)	11	12	3	3
Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Val	Valyl-tRNA synthetase (EC 6.1.1.9)	1216	1103	418	360
Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation,_Val	Valyl-tRNA synthetase (EC 6.1.1.9), mitochondrial	2	2	2	2
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance_to_Vancomycin	Vancomycin B-type resistance protein VanW	3	1	1	1
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance_to_Vancomycin	Vancomycin B-type resistance protein VanX	14	10	1	1
Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases	Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)	35	30	12	11
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Phenylpropanoid_compound_degradation	Vanillate O-demethylase oxygenase subunit (EC 1.14.13.82)	4	3	2	2
Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Phenylpropanoid_compound_degradation	Vanillin dehydrogenase (Hydroxybenzaldehyde dehydrogenase) (EC 1.2.1.28)	0	0	0	1
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	VapB protein (antitoxin to VapC)	3	3	0	0
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	VapC toxin protein	2	4	4	4
Stress Response	Detoxification	Uptake_of_selenate_and_selenite	Various polyols ABC transporter, ATP-binding component	143	139	26	25
Stress Response	Detoxification	Uptake_of_selenate_and_selenite	Various polyols ABC transporter, periplasmic substrate-binding protein	133	128	31	26
Stress Response	Detoxification	Uptake_of_selenate_and_selenite	Various polyols ABC transporter, permease component 1	66	53	16	14
Stress Response	Detoxification	Uptake_of_selenate_and_selenite	Various polyols ABC transporter, permease component 2	79	75	10	11
Miscellaneous	Plant-Prokaryote DOE project	COG0523	Vegetatible incompatibility protein HET-E-1	0	1	0	0
DNA Metabolism	DNA repair	DNA_repair,_bacterial	Very-short-patch mismatch repair endonuclease (G-T specific)	2	0	2	0
Clustering-based subsystems	NULL	USS-DB-7	VgrG protein	21	12	25	24
Protein Metabolism	Protein degradation	Metalloendopeptidases_(EC_3.4.24.-)	Vibriolysin, extracellular zinc protease (EC 3.4.24.25)	3	2	5	5
Virulence, Disease and Defense	Adhesion	Adhesins_in_Staphylococcus	Virulence-associated cell-wall-anchored protein SasG (LPXTG motif), binding to squamous nasal epithelial cells	0	0	1	1
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis	Vitamin B12 ABC transporter, ATPase component BtuD	6	4	5	1
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis	Vitamin B12 ABC transporter, B12-binding component BtuF	3	5	9	9
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis	Vitamin B12 ABC transporter, permease component BtuC	17	16	8	10
Potassium metabolism	NULL	Potassium_homeostasis	Voltage-gated potassium channel	18	20	6	7
Regulation and Cell signaling	NULL	WhiB_and_WhiB-type_regulatory_proteins_	WhiB-like transcription regulator	11	9	4	4
Regulation and Cell signaling	NULL	WhiB_and_WhiB-type_regulatory_proteins_	WhiB-type transcription regulator	4	4	0	0
Protein Metabolism	Protein degradation	Aminopeptidases_(EC_3.4.11.-)	Xaa-Pro aminopeptidase (EC 3.4.11.9)	464	440	147	144
Clustering-based subsystems	NULL	Cluster_co-expressed_with_butyrate_metabolism_cluster	Xaa-Pro dipeptidase PepQ (EC 3.4.13.9)	1	3	1	0
Clustering-based subsystems	Carbohydrates	Beta-lactamase_cluster_in_Streptococcus	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	0	0	1	0
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	16	16	6	4
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)	56	50	19	16
Clustering-based subsystems	Clustering-based subsystems	Putative_diaminopropionate_ammonia-lyase_cluster	Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	69	50	10	10
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A (1.17.1.4)	5	2	0	0
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)	235	207	78	69
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine oxidase (EC 1.17.3.2)	1	1	5	5
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine permease	0	0	1	1
Nucleosides and Nucleotides	Purines	Purine_conversions	Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	36	26	5	5
Nucleosides and Nucleotides	Purines	Purine_Utilization	Xanthine/uracil/thiamine/ascorbate permease family protein	185	186	83	73
Photosynthesis	NULL	Proteorhodopsin	Xanthorhodopsin	1	1	0	0
Nucleosides and Nucleotides	Purines	Xanthosine_utilization_(xap_region)	Xanthosine permease	2	3	0	0
Nucleosides and Nucleotides	Purines	Xanthosine_utilization_(xap_region)	Xanthosine phosphorylase (EC 2.4.2.1)	1	0	0	0
Stress Response	Heat shock	Heat_shock_dnaK_gene_cluster_extended	Xanthosine/inosine triphosphate pyrophosphatase	38	29	0	0
Nucleosides and Nucleotides	Purines	Purine_Utilization	XdhC protein (assists in molybdopterin insertion into xanthine dehydrogenase)	24	24	4	4
Carbohydrates	NULL	Sugar_utilization_in_Thermotogales	Xylan oligosaccharide ABC transporter, ATP-binding protein 2	1	0	0	0
Carbohydrates	NULL	Sugar_utilization_in_Thermotogales	Xylan oligosaccharide ABC transporter, permease component 1	0	1	2	2
Carbohydrates	Monosaccharides	Xylose_utilization	Xylanase	8	6	3	2
Carbohydrates	Monosaccharides	Xylose_utilization	Xylonate dehydratase (EC 4.2.1.82)	21	19	2	3
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose ABC transporter, ATP-binding component	2	1	0	0
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose ABC transporter, periplasmic xylose-binding protein XylF	4	5	5	3
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose ABC transporter, permease component	2	1	0	0
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose ABC transporter, permease protein XylH	23	17	10	7
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose ABC transporter, substrate-binding component	0	0	0	1
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose activator XylR (AraC family)	0	0	1	3
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose isomerase (EC 5.3.1.5)	150	141	43	31
Carbohydrates	NULL	Sugar_utilization_in_Thermotogales	Xylose oligosaccharides ABC transporter, sugar-binding protein	0	1	0	0
Carbohydrates	Monosaccharides	Xylose_utilization	Xylose-responsive transcription regulator, ROK family	0	0	2	0
Carbohydrates	Monosaccharides	Xylose_utilization	Xyloside transporter XynT	3	3	0	0
Carbohydrates	NULL	Sugar_utilization_in_Thermotogales	Xylulose kinase (EC 2.7.1.17)	104	105	47	30
Carbohydrates	Central carbohydrate metabolism	Pentose_phosphate_pathway	Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9)	45	37	0	0
Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Conjugative_transfer	Yac	4	2	3	4
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	YafQ toxin protein	0	0	12	7
Miscellaneous	NULL	Broadly_distributed_proteins_not_in_subsystems	YbbL ABC transporter ATP-binding protein	0	1	0	0
Miscellaneous	NULL	Broadly_distributed_proteins_not_in_subsystems	YbbM seven transmembrane helix protein	3	3	1	2
Clustering-based subsystems	NULL	CBSS-243277.1.peg.4359	YcgN (Fragment)	6	3	2	2
Miscellaneous	NULL	Broadly_distributed_proteins_not_in_subsystems	YciL protein	11	7	4	2
Miscellaneous	Plant-Prokaryote DOE project	YrdC-YciO-Sua5_protein_family	YciO family	33	37	27	25
Clustering-based subsystems	NULL	CBSS-316273.3.peg.2378	YeeC-like protein	4	2	0	0
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	YefM protein (antitoxin to YoeB)	5	5	2	2
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	YgfZ	YgfY COG2938	13	12	3	2
Miscellaneous	Plant-Prokaryote DOE project	COG2302	YggT family protein YlmG/ssl0353, required for proper distribution of nucleoids in chloroplast and cyanobacteria	18	20	0	0
Cell Division and Cell Cycle	NULL	Macromolecular_synthesis_operon	YgjD/Kae1/Qri7 family, required for N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA	443	412	166	134
Respiration	NULL	Quinone_oxidoreductase_family	YhdH, a putative quinone oxidoreductase	62	53	40	35
Cell Wall and Capsule	Capsular and extracellular polysacchrides	YjbEFGH_Locus_Involved_in_Exopolysaccharide_Production	YjbH outer membrane lipoprotein	4	2	0	0
Cell Wall and Capsule	NULL	YjeE	YjeF protein, C-terminal domain	1	1	0	0
Cell Wall and Capsule	NULL	YjeE	YjeF protein, function unknown	72	55	25	26
Clustering-based subsystems	NULL	NusA-TFII_Cluster	YlxP-like protein	2	2	0	0
Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Conjugative_transfer	Ync	43	40	9	11
Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Conjugative_transfer	Ynd	4	2	2	3
Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)	YoeB toxin protein	4	5	3	5
Miscellaneous	NULL	Broadly_distributed_proteins_not_in_subsystems	YpfJ protein, zinc metalloprotease superfamily	3	4	9	8
Miscellaneous	NULL	Broadly_distributed_proteins_not_in_subsystems	YrbA protein	40	49	18	22
RNA Metabolism	RNA processing and modification	tRNA_modification_Bacteria	YrdC/Sua5 family protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	8	5	5	3
Cell Division and Cell Cycle	NULL	Bacterial_Cytoskeleton	Z-ring-associated protein ZapA	18	20	1	1
Miscellaneous	Plant-Prokaryote DOE project	COG0523	Zinc ABC transporter, ATP-binding protein ZnuC	122	94	23	16
Miscellaneous	Plant-Prokaryote DOE project	COG0523	Zinc ABC transporter, inner membrane permease protein ZnuB	96	84	43	28
Miscellaneous	Plant-Prokaryote DOE project	COG0523	Zinc ABC transporter, periplasmic-binding protein ZnuA	114	103	107	114
Clustering-based subsystems	NULL	Bacteriophage_P4_cluster	Zinc binding domain	3	2	0	0
Phages, Prophages, Transposable elements, Plasmids	Pathogenicity islands	Listeria_Pathogenicity_Island_LIPI-1_extended	Zinc metalloproteinase precursor (EC 3.4.24.29)	0	0	1	1
Membrane Transport	NULL	Transport_of_Zinc	Zinc transporter, ZIP family	10	14	10	10
Stress Response	Oxidative stress	Oxidative_stress	Zinc uptake regulation protein ZUR	48	50	13	12
Membrane Transport	NULL	Transport_of_Zinc	Zinc-regulated TonB-dependent outer membrane receptor	2	0	0	0
Membrane Transport	NULL	Transport_of_Zinc	Zinc-regulated outer membrane receptor	27	17	9	10
Iron acquisition and metabolism	NULL	Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	Zn-dependent hydrolase YycJ/WalJ, required for cell wall metabolism and coordination of cell division with DNA replication	2	2	1	1
Clustering-based subsystems	NULL	Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	Zn-dependent hydrolase, RNA-metabolising	67	78	45	41
Miscellaneous	Plant-Prokaryote DOE project	At5g63420	Zn-dependent hydrolase, RNA-metabolising, CPSF 100 kDa analog	14	14	20	21
Clustering-based subsystems	NULL	Disulphide_related_cluster	Zn-dependent hydroxyacylglutathione hydrolase	1	1	0	0
Respiration	Electron donating reactions	Hydrogenases	[Fe] hydrogenase, HymB subunit, putative	0	2	0	1
Respiration	Electron donating reactions	Hydrogenases	[Ni/Fe] hydrogenase, group 1, large subunit	2	0	4	5
Respiration	Electron donating reactions	Hydrogenases	[Ni/Fe] hydrogenase, group 1, small subunit	1	1	0	0
Protein Metabolism	Protein processing and modification	G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	[NiFe] hydrogenase metallocenter assembly protein HypD	6	6	14	14
Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	[NiFe] hydrogenase metallocenter assembly protein HypE	10	10	5	6
Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	[NiFe] hydrogenase metallocenter assembly protein HypF	19	12	8	5
Protein Metabolism	Protein processing and modification	G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	[NiFe] hydrogenase nickel incorporation protein HypA	11	9	0	0
Respiration	Electron donating reactions	NiFe_hydrogenase_maturation	[NiFe] hydrogenase nickel incorporation-associated protein HypB	27	27	9	10
Clustering-based subsystems	NULL	CBSS-312309.3.peg.1965	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	269	232	49	47
Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis	acyl-CoA synthetase	73	67	25	25
Virulence, Disease and Defense	NULL	C_jejuni_colonization_of_chick_caeca	acyl-acyl carrier protein synthetase (EC 6.2.1.20)	2	2	8	10
Cell Wall and Capsule	Gram-Negative cell wall components	Core_Oligosaccharide_Glycosylation_in_Pseudomonas	alpha-1,3-rhamnosyltransferase	0	1	0	0
Photosynthesis	Electron transport and photophosphorylation	Photosystem_I	alternative photosystem I reaction center subunit X (PsaK2)	1	1	0	0
Nitrogen Metabolism	NULL	Ammonia_assimilation	ammonium/methylammonium permease	5	1	0	0
Stress Response	NULL	SigmaB_stress_responce_regulation	anti sigma b factor antagonist RsbV	14	9	2	2
Stress Response	NULL	SigmaB_stress_responce_regulation	anti-sigma B factor RsbT	5	7	1	1
RNA Metabolism	RNA processing and modification	tRNA_modification_Archaea	archaeal ATPase, fused to C-terminal DUF234 domain	1	0	0	0
RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine_Biosynthesis	archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 2	1	1	0	0
