gene function,organism,counts,oualidia_1_counts
short chain dehydrogenase protein,Rhizobium etli CFN 42,1,1
short chain dehydrogenase/reductase family oxidoreductase,Ruegeria pomeroyi DSS-3,1,1
short chain enoyl-CoA hydratase,Novosphingobium aromaticivorans DSM 12444,1,1
short-chain dehydrogenase,Rhodococcus jostii RHA1,1,1
short-chain dehydrogenase/reductase SDR,Brevibacterium linens BL2,2,2
short-chain dehydrogenase/reductase SDR,Burkholderia sp. Ch1-1,1,1
short-chain dehydrogenase/reductase SDR,Chromohalobacter salexigens DSM 3043,1,1
short-chain dehydrogenase/reductase SDR,Desulfonatronospira thiodismutans ASO3-1,1,1
short-chain dehydrogenase/reductase SDR,Dinoroseobacter shibae DFL 12,1,1
short-chain dehydrogenase/reductase SDR,Enterobacter cloacae SCF1,1,1
short-chain dehydrogenase/reductase SDR,Frankia sp. EAN1pec,1,1
short-chain dehydrogenase/reductase SDR,Frankia sp. EUN1f,1,1
short-chain dehydrogenase/reductase SDR,Jannaschia sp. CCS1,1,1
short-chain dehydrogenase/reductase SDR,Maricaulis maris MCS10,1,1
short-chain dehydrogenase/reductase SDR,Mycobacterium vanbaalenii PYR-1,1,1
short-chain dehydrogenase/reductase SDR,Rhodobacter sphaeroides ATCC 17025,1,1
short-chain dehydrogenase/reductase SDR,Rhodopseudomonas palustris BisB5,3,3
short-chain dehydrogenase/reductase SDR,Rhodopseudomonas palustris TIE-1,1,1
short-chain dehydrogenase/reductase SDR,Salinispora arenicola CNS-205,2,2
short-chain dehydrogenase/reductase SDR,Segniliparus rotundus DSM 44985,1,1
short-chain dehydrogenase/reductase SDR,Spirosoma linguale DSM 74,2,2
short-chain dehydrogenase/reductase SDR,Thalassiobium sp. R2A62,1,1
short-chain dehydrogenase/reductase SDR,Xanthobacter autotrophicus Py2,1,1
short-chain dehydrogenase/reductase sdr,Paludibacter propionicigenes WB4,1,1
sialic acid synthase,Nodularia spumigena CCY9414,1,1
sialic acid trap transporter permease protein siat,Roseibium sp. TrichSKD4,1,1
sialic-acid O-acetylesterase,Lentisphaera araneosa HTCC2155,1,1
side tail fiber protein from lambdoid prophage Rac,Mitsuokella multacida DSM 20544,1,1
siderophore binding protein,Arthrobacter sp. FB24,2,2
sigma 54-dependent transcriptional activator,Hahella chejuensis KCTC 2396,1,1
sigma factor sigB regulation protein,Cytophaga hutchinsonii ATCC 33406,1,1
sigma-54 depedent transcriptional activator PspF,Colwellia psychrerythraea 34H,3,3
sigma-54 dependent trancsriptional regulator,Moorella thermoacetica ATCC 39073,1,1
sigma-54 dependent trancsriptional regulator,Shewanella pealeana ATCC 700345,1,1
sigma-54 dependent trancsriptional regulator,Shewanella putrefaciens CN-32,1,1
sigma-54 dependent transcriptional regulator,Plesiocystis pacifica SIR-1,1,1
sigma-54 factor interaction domain-containing protein,Planctomyces limnophilus DSM 3776,1,1
sigma-70 factor,Thermobifida fusca YX,1,1
sigma54 specific transcriptional regulato,Chloroflexus aggregans DSM 9485,1,1
signal peptidase I,Arthrobacter sp. FB24,2,2
signal peptidase I,Flavobacteriales bacterium ALC-1,1,1
signal peptidase I,marine actinobacterium PHSC20C1,3,3
signal peptidase II,Flavobacteria bacterium MS024-3C,2,2
signal peptidase II,Stigmatella aurantiaca DW4/3-1,1,1
signal peptide,Rhodopirellula baltica SH 1,6,6
signal peptide peptidase Spp,Maricaulis maris MCS10,1,1
signal peptide peptidase Spp,Pseudoalteromonas atlantica T6c,1,1
signal recognition particle 54 kDa,Trypanosoma brucei TREU927,1,1
signal recognition particle protein,Bradyrhizobium japonicum USDA 110,4,4
signal recognition particle protein,Desulfatibacillum alkenivorans AK-01,1,1
signal recognition particle protein,Marinobacter aquaeolei VT8,3,3
signal recognition particle protein,Methylococcus capsulatus str. Bath,1,1
signal recognition particle protein,Porphyromonas gingivalis W83,1,1
signal recognition particle protein,Roseobacter sp. GAI101,1,1
signal recognition particle protein,Scardovia inopinata F0304,1,1
signal recognition particle protein,Shewanella piezotolerans WP3,1,1
signal recognition particle receptor,Mobiluncus mulieris ATCC 35243,1,1
signal recognition particle subunit FFH/SRP54 (srp54),Psychrobacter arcticus 273-4,2,2
signal recognition particle-docking protein FtsY,Bacteroides sp. 2_1_33B,2,2
signal recognition particle-docking protein FtsY,Kosmotoga olearia TBF 19.5.1,1,1
signal recognition particle-docking protein FtsY,Micrococcus luteus NCTC 2665,2,2
signal recognition particle-docking protein FtsY,Rhodobacter sphaeroides ATCC 17025,1,1
signal recognition particle-docking protein FtsY,Roseovarius nubinhibens ISM,1,1
signal recognition particle-docking protein FtsY,Vibrio cholerae V51,1,1
signal transduction histidine kinas,Thiomonas intermedia K12,1,1
signal transduction histidine kinase,Sanguibacter keddieii DSM 10542,1,1
signal transduction histidine kinase,Vibrio vulnificus YJ016,1,1
signal transduction histidine-protein kinase BaeS,Erwinia tasmaniensis Et1/99,1,1
signal transduction protein,Hahella chejuensis KCTC 2396,2,2
signal transduction protein containing a membrane domain an EAL and a GGDEF domain,Thioalkalivibrio sp. HL-EbGR7,1,1
signal transduction response regulator,Sulfurovum sp. NBC37-1,1,1
silent information regulator protein,Azorhizobium caulinodans ORS 571,1,1
similar to 40S ribosomal protein S15Aa,Apis mellifera,2,2
similar to 60S ribosomal protein L8 isoform 1,Acyrthosiphon pisum,1,1
similar to ADP-ribosylation factor 2,Equus caballus,1,1
similar to AGAP002130-PA,Tribolium castaneum,1,1
similar to AGAP010510-PA,Tribolium castaneum,1,1
similar to AGAP012156-PA,Tribolium castaneum,1,1
similar to ATP citrate lyase CG8322-P,Apis mellifera,1,1
similar to Activating signal cointegrator 1 complex subunit 3 (ASC-1 complex subunit p200) (Trip4 complex subunit p200) (Helicas,Gallus gallus,2,2
similar to BMK1 alpha kinase,Monodelphis domestica,1,1
similar to Beta-,Equus caballus,3,3
similar to CG11255 CG11255-PB,Tribolium castaneum,1,1
similar to CG11334 CG11334-PB,Ciona intestinalis,1,1
similar to CG15105-P,Apis mellifera,1,1
similar to CG1637-P,Canis lupus familiaris,1,1
similar to CG17271-PA,Nasonia vitripennis,1,1
similar to CG6383-PA,Nasonia vitripennis,3,3
similar to CG6432-PA,Canis lupus familiaris,1,1
similar to CG8486-P,Canis lupus familiaris,16,16
similar to CG9547-PA,Apis mellifera,1,1
similar to CUG triplet repea,Canis lupus familiaris,1,1
similar to Calnexin precursor isoform 4,Pan troglodytes,2,2
similar to Chain,Gallus gallus,1,1
similar to Cytoplasmic dynein 2 heavy chain 1,Taeniopygia guttata,1,1
similar to DNA-directed RNA polymerase II largest subunit (RPB1),Pan troglodytes,1,1
similar to Dynein heavy chain,Equus caballus,1,1
similar to ENSANGP00000010144,Nasonia vitripennis,1,1
similar to ENSANGP00000021852,Nasonia vitripennis,2,2
similar to Enolase 2,Vitis vinifera,1,1
similar to F59H6.5,Hydra magnipapillata,1,1
similar to Fanconi anemi,Ciona intestinalis,1,1
similar to GA19815-PA,Acyrthosiphon pisum,2,2
similar to HL23 ribosomal protein,Gallus gallus,1,1
similar to Histone H4 replacement CG3379-PC,Hydra magnipapillata,1,1
similar to KIAA1604 protein,Monodelphis domestica,1,1
similar to LOC445827 protein,Acyrthosiphon pisum,1,1
similar to LOC496005 protein,Ciona intestinalis,2,2
similar to Leukotriene A4 hydrolase,Ciona intestinalis,1,1
similar to MGC68581 protein,Ornithorhynchus anatinus,2,2
similar to N-myristoyltransferase 2,Gallus gallus,1,1
similar to NADH dehydrogenase (ubiquinone) Fe-S protein 1 isoform 2,Strongylocentrotus purpuratus,1,1
similar to NADH-ubiquinone oxidoreductase 75 kDa subuni,Ciona intestinalis,2,2
similar to O-linked GlcNAc transferase isoform 1 isoform 2,Canis lupus familiaris,2,2
similar to PBC1 (20S proteasome beta subunit C1); peptidase isoform 1,Vitis vinifera,1,1
similar to PRYA1876 isoform 1,Gallus gallus,1,1
similar to Potassium-transporting ATPase alpha chain 2 (Proton pump) (Non-gastric H(+)/K(+) ATPase alpha subunit),Canis lupus familiaris,3,3
similar to Protein KIAA0196,Pan troglodytes,2,2
similar to Prp5-like DEAD-box protein,Gallus gallus,2,2
similar to Pyridoxine 5-phosphate oxidase,Ornithorhynchus anatinus,1,1
similar to RCC1-like protein,Strongylocentrotus purpuratus,1,1
similar to Ran GTPase-activating protein 1,Canis lupus familiaris,1,1
similar to Rh type B glycoprotein-like protein,Hydra magnipapillata,1,1
similar to SWI/SNF relate,Ornithorhynchus anatinus,3,3
similar to WD40-repeat protein upregulated in HCC,Ciona intestinalis,1,1
similar to adaptor-related protein complex,Canis lupus familiaris,2,2
similar to adenosine 5-diphosphosugar pyrophosphatase,Gallus gallus,1,1
similar to ankyrin,Strongylocentrotus purpuratus,10,10
similar to axonemal heavy chain dynein type 3,Gallus gallus,1,1
similar to baculoviral IAP repeat-containing 6,Gallus gallus,1,1
similar to brahma CG5942-P,Apis mellifera,1,1
similar to calcineurin A,Acyrthosiphon pisum,2,2
similar to calcium/calmodulin-dependent kinase II alpha protein,Taeniopygia guttata,1,1
similar to calmodulin B,Strongylocentrotus purpuratus,1,1
similar to chromodomain helicase DNA binding protein 8 isoform 1,Canis lupus familiaris,2,2
similar to copia-type polyprotei,Hydra magnipapillata,1,1
similar to family with sequence similarity 9,Monodelphis domestica,1,1
similar to fk506-binding protein,Nasonia vitripennis,1,1
similar to glucose-6-phosphate dehydrogenase,Hydra magnipapillata,1,1
similar to guanine nucleotide-binding protein G(o) alpha subunit isoform 1,Acyrthosiphon pisum,2,2
similar to hCG2026745,Ornithorhynchus anatinus,1,1
similar to helicase domain-containing protein,Vitis vinifera,1,1
similar to importin alpha Q2,Ciona intestinalis,1,1
similar to major head protein,Rhodothermus phage RM378,6,6
similar to mitotic protein phosphatase 1 regulato,Nasonia vitripennis,1,1
similar to multidrug resistance protein 2; MRP2,Ornithorhynchus anatinus,1,1
similar to night-specific ATPase,Hydra magnipapillata,1,1
similar to phospholipase,Ciona intestinalis,1,1
similar to poly(A) binding protei,Canis lupus familiaris,1,1
similar to pom1,Tribolium castaneum,1,1
similar to pre-mrna splicing factor prp8,Tribolium castaneum,2,2
similar to predicted protein,Acyrthosiphon pisum,1,1
similar to predicted protein,Ciona intestinalis,3,3
similar to predicted protein,Hydra magnipapillata,6,6
similar to predicted protein,Nasonia vitripennis,1,1
similar to proteas,Tribolium castaneum,1,1
similar to putative gag-pol protein,Tribolium castaneum,2,2
similar to ribonuclease L inhibitor homolog,Nasonia vitripennis,1,1
similar to ribosomal protein S20,Equus caballus,3,3
similar to ribosomal protein S7,Pan troglodytes,2,2
similar to shaggy CG2621-P,Apis mellifera,1,1
similar to solute carrier family 25 (mitochondrial carrie,Canis lupus familiaris,2,2
similar to spinster type IV,Nasonia vitripennis,1,1
similar to sterol carrier protein X,Equus caballus,1,1
similar to stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein),Hydra magnipapillata,2,2
similar to sulphonylurea receptor 2B,Strongylocentrotus purpuratus,1,1
similar to superkiller viralicidic activity 2-like homolog,Canis lupus familiaris,4,4
similar to transcriptional co-repressor Sin3A,Strongylocentrotus purpuratus,2,2
similar to ubiquitin,Strongylocentrotus purpuratus,3,3
similar to walrus CG8996-P,Apis mellifera,1,1
similar to zinc finge,Ciona intestinalis,2,2
single-strand binding protein,Shewanella oneidensis MR-1,2,2
single-stranded DNA binding protein,Synechococcus phage syn9,24,24
single-stranded DNA-binding protein,Agrobacterium radiobacter K84,2,2
single-stranded DNA-binding protein,Bradyrhizobium japonicum USDA 110,9,9
single-stranded DNA-binding protein,Candidatus Nitrospira defluvii,1,1
single-stranded DNA-binding protein,Roseibium sp. TrichSKD4,1,1
single-stranded-DNA-specific exonuclease RecJ,Teredinibacter turnerae T7901,1,1
single-stranded-DNA-specific exonuclease RecJ,Waddlia chondrophila WSU 86-1044,1,1
single-stranded-DNA-specific exonuclease RecJ,Zunongwangia profunda SM-A87,1,1
single-stranded-DNA-specific exonuclease RecJ,beta proteobacterium KB13,8,8
siroheme synthase,Candidatus Vesicomyosocius okutanii HA,2,2
site-specific DNA-methyltransferase,unidentified eubacterium SCB49,1,1
site-specific integrase/recombinase,Aeromonas salmonicida subsp. salmonicida A449,1,1
site-specific recombinas,Plesiocystis pacifica SIR-1,1,1
site-specific recombinase,Staphylococcus haemolyticus JCSC1435,1,1
site-specific tyrosine recombinase XerC,Pseudomonas fluorescens SBW25,1,1
site-specific tyrosine recombinase XerD,Mesorhizobium loti MAFF303099,1,1
site-specific tyrosine recombinase XerD,Pseudomonas fluorescens SBW25,1,1
small GTP-binding protein,Geobacter sp. M18,1,1
small GTP-binding protein,Planctomyces limnophilus DSM 3776,1,1
small nuclear ribonucleoprotei,Arabidopsis thaliana,1,1
small-conductance mechanosensitive channel,Idiomarina loihiensis L2TR,1,1
sn-glycerol-3-phosphate transport system permease protein,Dinoroseobacter shibae DFL 12,1,1
snf1b Snf1-related protein kinase SNF1b,Physcomitrella patens subsp. patens,1,1
sodium dicarboxylate symporter,Flavobacteria bacterium BBFL7,2,2
sodium extrusion protein NatB,Rhodopirellula baltica SH 1,1,1
sodium ion-translocating decarboxylas,Shewanella frigidimarina NCIMB 400,1,1
sodium ion-translocating decarboxylas,Shewanella loihica PV-4,1,1
sodium solute transporter family protein,Alcanivorax borkumensis SK2,1,1
sodium-dependent transporte,Pseudomonas stutzeri A1501,1,1
sodium-dependent transporter,Helicobacter pylori P12,1,1
sodium-dependent transporter (huNaDC-1,Staphylococcus lugdunensis HKU09-01,1,1
sodium/alanine symporter,Robiginitalea biformata HTCC2501,2,2
sodium/alanine symporter,marine gamma proteobacterium HTCC2143,2,2
sodium/calcium exchanger protei,Roseobacter denitrificans OCh 114,1,1
sodium/glucose cotransporter,Croceibacter atlanticus HTCC2559,1,1
sodium/hydrogen antiporter,gamma proteobacterium NOR51-B,1,1
sodium/hydrogen exchange,Polaribacter sp. MED152,1,1
sodium/hydrogen exchanger,Cyanothece sp. PCC 8802,1,1
sodium/hydrogen exchanger,Marinobacter aquaeolei VT8,4,4
sodium/hydrogen exchanger,Marivirga tractuosa DSM 4126,1,1
sodium/hydrogen exchanger,Meiothermus silvanus DSM 9946,1,1
sodium/hydrogen exchanger,Methylobacterium sp. 4-46,1,1
sodium/hydrogen exchanger,Micromonospora aurantiaca ATCC 27029,1,1
sodium/hydrogen exchanger,Verminephrobacter eiseniae EF01-2,1,1
sodium/hydrogen exchanger,gamma proteobacterium NOR51-B,1,1
sodium/hydrogen exchanger family protein,Gramella forsetii KT0803,8,8
sodium/proline symporter,Pseudoalteromonas atlantica T6c,1,1
sodium/proton antiporter,Pseudomonas putida F1,1,1
sodium:dicarboxylate symporter,Marivirga tractuosa DSM 4126,2,2
sodium:dicarboxylate symporter,Paracoccus denitrificans PD1222,1,1
sodium:solute symporter family protein,Erythrobacter litoralis HTCC2594,2,2
sodium:solute symporter family protein,Kordia algicida OT-1,1,1
sodium:solute symporter family protein,Vibrio cholerae CIRS101,1,1
soluble hydrogenase gamma subunit,Azotobacter vinelandii DJ,1,1
solute binding protein,Streptomyces sp. e14,2,2
solute carrier family 24 (sodium/potassium/calcium exchanger,Oryctolagus cuniculus,1,1
solute carrier family 3,Xenopus (Silurana) tropicalis,1,1
solute/DNA competence effector,Pseudoalteromonas sp. SM9913,1,1
soul heme-binding protein,Marivirga tractuosa DSM 4126,1,1
sperm autoantigenic protein 17-like,Saccoglossus kowalevskii,1,1
spermidine N1-acetyltransferase,Ralstonia eutropha H16,1,1
spermidine synthase,Labrenzia alexandrii DFL-11,1,1
spermidine synthase,Methylobacter tundripaludum SV96,2,2
spermidine synthase,Photorhabdus luminescens subsp. laumondii TTO1,1,1
spermidine synthase,Pyrenophora tritici-repentis Pt-1C-BFP,1,1
spermidine synthase,Thermosphaera aggregans DSM 11486,1,1
spermidine/putrescine ABC transporte,Ruegeria pomeroyi DSS-3,1,1
spermidine/putrescine ABC transporter ATP-binding subunit,Thermobifida fusca YX,1,1
spermidine/putrescine transport ATP-binding protein pota,Candidatus Pelagibacter ubique HTCC1062,38,38
spermidine/putrescine transport system permease protein,Dinoroseobacter shibae DFL 12,2,2
spermidine/putrescine transport system permease protein potc,Candidatus Pelagibacter sp. HTCC7211,5,5
spermine/spermidine synthase,Candidatus Pelagibacter sp. HTCC7211,28,28
spheroidene monooxygenase,Dinoroseobacter shibae DFL 12,2,2
splicing factor 3 subunit 1,Bos taurus,2,2
splicing factor 3A,Phytophthora infestans T30-4,1,1
splicing factor 3B subunit 1 isoform 1,Homo sapiens,9,9
splicing factor Prp8,Theileria parva strain Muguga,1,1
sporangia induced mitogen-activated protein kinas,Phytophthora infestans T30-4,4,4
sporulation initiation inhibitor protein Soj,Bacillus clausii KSM-K16,5,5
sporulation initiation inhibitor protein Soj,Micrococcus luteus SK58,1,1
sporulation initiation inhibitor protein Soj,Rothia dentocariosa ATCC 17931,1,1
squalene-hopene-cyclase-like protein,Blastopirellula marina DSM 3645,1,1
squalene/phytoene synthase,Nitrosospira multiformis ATCC 25196,3,3
ssm4 protein,Aedes aegypti,1,1
sss sodium solute transporter superfamily,Asticcacaulis excentricus CB 48,1,1
sss sodium solute transporter superfamily,Marivirga tractuosa DSM 4126,1,1
ssu ribosomal protein s12p methylthiotransferase,Leadbetterella byssophila DSM 17132,1,1
stationary phase survival protein SurE,Candidatus Vesicomyosocius okutanii HA,3,3
ste50-like protein,Schizophyllum commune H4-8,1,1
sterol 24-C-methyltransferase,Thalassiosira pseudonana CCMP1335,3,3
sterol 3-beta-glucosyltransferas,Phytophthora infestans T30-4,1,1
sterol desaturase-related protein,Robiginitalea biformata HTCC2501,2,2
streptomyces cyclase/dehydrase,beta proteobacterium KB13,2,2
stress protein,Kineococcus radiotolerans SRS30216,1,1
stress response membrane GTPase,Lactobacillus casei ATCC 334,1,1
stress-induced protein sti1,Leishmania infantum JPCM5,1,1
stress-related chlorophyll a/b binding protein 3,Chlamydomonas reinhardtii,1,1
stringent starvation protein a,Methylophilales bacterium HTCC2181,4,4
structural maintenance of chromosomes protein,Phytophthora infestans T30-4,3,3
structural maintenance of chromosomes protein 2,Homo sapiens,2,2
subtilisin-like serine protease,Pediococcus pentosaceus ATCC 25745,1,1
succinate dehydrogenas,Acidiphilium cryptum JF-5,1,1
succinate dehydrogenas,Candidatus Pelagibacter sp. HTCC7211,6,6
succinate dehydrogenas,Edwardsiella ictaluri 93-146,3,3
succinate dehydrogenas,Halomonas elongata DSM 2581,1,1
succinate dehydrogenase,Brevibacterium mcbrellneri ATCC 49030,3,3
succinate dehydrogenase,Zunongwangia profunda SM-A87,4,4
succinate dehydrogenase (or fumarate reductase) cytochrome b subuni,Leadbetterella byssophila DSM 17132,1,1
succinate dehydrogenase and fumarate reductase iron-sulfur protein,Afipia sp. 1NLS2,1,1
succinate dehydrogenase and fumarate reductase iron-sulfur protein,Parvibaculum lavamentivorans DS-1,2,2
